"race_id","name","year","age","m_f","run_time","bike_time","swim_time","final_time","high_temp","low_temp"
5129,"Ironman Louisville",2010,40,"M",16920,20949,4296,43301,96.00,73.00
5129,"Ironman Louisville",2010,35,"M",17416,20864,4217,43304,96.00,73.00
5129,"Ironman Louisville",2010,55,"M",18301,19303,4974,43320,96.00,73.00
5129,"Ironman Louisville",2010,25,"M",16096,22032,4215,43352,96.00,73.00
5129,"Ironman Louisville",2010,25,"M",16369,22159,3944,43304,96.00,73.00
5129,"Ironman Louisville",2010,40,"M",17704,19673,4482,43304,96.00,73.00
5129,"Ironman Louisville",2010,50,"M",15520,21672,5445,43377,96.00,73.00
5129,"Ironman Louisville",2010,30,"M",17662,20788,3686,43346,96.00,73.00
5129,"Ironman Louisville",2010,40,"M",17158,20769,4237,43406,96.00,73.00
5129,"Ironman Louisville",2010,30,"M",17566,20778,4309,43408,96.00,73.00
5129,"Ironman Louisville",2010,45,"M",15484,21963,5172,43479,96.00,73.00
5129,"Ironman Louisville",2010,40,"M",17478,21102,4223,43454,96.00,73.00
5129,"Ironman Louisville",2010,30,"M",17064,21577,4253,43484,96.00,73.00
5129,"Ironman Louisville",2010,35,"M",17956,20833,4022,43499,96.00,73.00
5129,"Ironman Louisville",2010,30,"M",16457,20697,5141,43504,96.00,73.00
5129,"Ironman Louisville",2010,50,"M",17606,21452,215820,43526,96.00,73.00
5129,"Ironman Louisville",2010,25,"M",17902,20244,4635,43531,96.00,73.00
5129,"Ironman Louisville",2010,40,"M",17205,21241,4298,43555,96.00,73.00
5129,"Ironman Louisville",2010,50,"M",17167,21410,4194,43555,96.00,73.00
5129,"Ironman Louisville",2010,30,"F",17047,21261,4587,43625,96.00,73.00
5129,"Ironman Louisville",2010,40,"F",17024,21755,4042,43624,96.00,73.00
5129,"Ironman Louisville",2010,25,"M",16366,21747,4805,43591,96.00,73.00
5129,"Ironman Louisville",2010,30,"F",17187,21712,4070,43596,96.00,73.00
5129,"Ironman Louisville",2010,45,"M",18209,20983,3802,43635,96.00,73.00
5129,"Ironman Louisville",2010,50,"M",18017,20816,4339,43644,96.00,73.00
5129,"Ironman Louisville",2010,30,"M",17491,19947,5119,43649,96.00,73.00
5129,"Ironman Louisville",2010,18,"M",16654,21154,5052,43660,96.00,73.00
5129,"Ironman Louisville",2010,40,"M",16554,20788,5392,43697,96.00,73.00
5129,"Ironman Louisville",2010,30,"M",15960,21927,4765,43737,96.00,73.00
5129,"Ironman Louisville",2010,35,"F",14883,23561,4407,43665,96.00,73.00
5129,"Ironman Louisville",2010,35,"M",16350,21753,4914,43771,96.00,73.00
5129,"Ironman Louisville",2010,55,"M",18308,20111,4450,43772,96.00,73.00
5129,"Ironman Louisville",2010,35,"M",15015,22516,5199,43783,96.00,73.00
5129,"Ironman Louisville",2010,40,"M",17881,20938,4466,43793,96.00,73.00
5129,"Ironman Louisville",2010,50,"M",17604,20707,4727,43811,96.00,73.00
5129,"Ironman Louisville",2010,40,"M",17199,22121,3708,43801,96.00,73.00
5129,"Ironman Louisville",2010,40,"M",17272,21608,4246,43809,96.00,73.00
5129,"Ironman Louisville",2010,40,"M",18370,20633,4172,43803,96.00,73.00
5129,"Ironman Louisville",2010,25,"M",17352,21859,4111,43841,96.00,73.00
5129,"Ironman Louisville",2010,25,"M",18103,20954,3998,43831,96.00,73.00
